label,value
Hiranandani Estate (Gold Croft) (TMT),"19.2572167,72.98372223"
Hiranandani Gate (Thane-W) (TMT),"19.25195345,72.980335"
Hiranandani Park (TMT),"19.25743664,72.97820359"
Hitko Company (TMT),"19.28080056,72.87566452"
Hitko Company / Hatkesh (TMT),"19.27991935,72.87735164"
Holy Cross School (TMT),"19.2032995256512,72.9789567769836"
Holy Cross School Rabodi Road (TMT),"19.20320537,72.97921108"
Holy Mary School (TMT),"19.26445772,73.03283461"
Hotel Sambhaji (TMT),"19.26072775,72.97131955"
Hyde Park (TMT),"19.22628445,72.97406588"
I.C.L School (Vashi) (TMT),"19.0733509008391,73.012097265582"
I.T.I.Thane (TMT),"19.19547006,72.94315894"
Ice Factory Thane (TMT),"19.18719701,72.96879083"
Imperial Square (TMT),"19.28425565,72.94730076"
Indian Oil Diva Highway (TMT),"19.23349179,73.03276657"
Indian Oil Pump (Mankoli) (TMT),"19.2434701,73.04448045"
Indira Nagar (TMT),"19.20330351,73.00693046"
Indira Nagar (Thane) (TMT),"19.20476447,72.94985768"
Irish Society (TMT),"19.2151410263464,72.9858630899058"
J.K Gram / Raymond (TMT),"19.20791326,72.96421364"
Jagannath Mahadev Temple (TMT),"19.28514384,72.94121301"
Jai Mahakali Mandir / Ovari Pada (TMT),"19.2414135,72.86424316"
Jai Vijay (TMT),"19.35771737,72.89296597"
Jakat Naka Thane Kopri (TMT),"19.17697195,72.96764716"
Jalaram Bappa Mandir (TMT),"19.21565564,72.99151365"
Jangid Circle (TMT),"19.2801877,72.87080705"
Jangid Complex Chowk (TMT),"19.27989908,72.87104845"
Jawahar Nagar (TMT),"19.22024116,72.97018711"
Jaya Palace (TMT),"19.41226273,72.82653719"
Johnson Company (TMT),"19.18667263,72.96137345"
Jondhali Baug Road (TMT),"19.19756977,72.97341764"
Jupiter Hospital (TMT),"19.20900766,72.97326274"
Kadam Pada (TMT),"19.17864139,72.94798862"
Kajupada (TMT),"19.27875667,72.92259765"
Kajuwadi (TMT),"19.19751446,72.96046526"
Kalher (TMT),"19.24720291,73.01781088"
Kalsekar (TMT),"19.15447197,73.03379953"
Kalubai Chowk Nilaje (TMT),"19.1606413315483,73.0758849153442"
Kalwa Depot (TMT),"19.19181613,72.98792886"
Kalwa Naka (TMT),"19.19543497,72.98750765"
Kalwa Station (TMT),"19.19632389,72.99904958"
Kalyan Bypass (Ranjnoli Naka) (TMT),"19.26940568,73.0829061"
Kalyan Phata (Datta Mandir) (TMT),"19.14367068,73.04733932"
Kalyan Phata Daighar (TMT),"19.14488188,73.04345816"
Kamgar Hospital (Thane) (TMT),"19.20365881,72.95402323"
Kamgar Hospital Thane (TMT),"19.20349678,72.95557559"
Kanda Batata Market (TMT),"19.0739316649496,73.005522773373"
Kapurbawdi (TMT),"19.22110499,72.97768517"
Kapurbawdi Circle (TMT),"19.21871622,72.97828385"
Kasarvadavali (Tarangan Complex) (TMT),"19.27048636,72.97111517"
Kasarvadavli Gaon (TMT),"19.2754684,72.96885252"
Kasarvadavli Naka (TMT),"19.26939605,72.96542048"
Kasheli Gaon (TMT),"19.23622002,73.01476658"
Kasheli Toll Naka (TMT),"19.23471784,73.01246793"
Kashi Gaon (TMT),"19.27441254,72.88569981"
Kashigaon (TMT),"19.2741106,72.88601417"
Kashimira (TMT),"19.272816,72.882355"
Kashimira Police Station (TMT),"19.27270359,72.88383186"
Kashish Park (TMT),"19.18561882,72.95774442"
Kelkar College (Mulund East) (TMT),"19.16290708,72.95658905"
Khadichi Machine (TMT),"19.1206975037422,73.0350525388863"
Khairane Village (TMT),"19.0975523748821,73.014933426221"
Khandagale Estate (TMT),"19.26049435,73.02864968"
Khandelwal Estate (TMT),"19.21727615,72.95425326"
Khardi Gaon (TMT),"19.16274567,73.04598011"
Khare Gaon Naka (TMT),"19.20192135,73.00153792"
Kharegaon (TMT),"19.20539966,72.99959197"
Kharegaon Pakhadi (TMT),"19.20303136,73.00159425"
Kharegaon Phata (TMT),"19.20851767,72.99994334"
Kharegaon Railway Crossing (TMT),"19.20089197,73.00394511"
Khidkali (TMT),"19.15990739,73.06848318"
Khidkali Mandir (TMT),"19.15663414,73.06409709"
Khopat (TMT),"19.20293763,72.97211945"
Kinara Dhaba (TMT),"19.30229875,72.9044956"
Kisan Nagar (TMT),"19.18962887,72.9495728"
Kismat Colony (TMT),"19.17189556,73.02372784"
Kokani Pada (Thane W) (TMT),"19.2336367,72.96587309"
Kolbad Castle Mill (TMT),"19.20419832,72.97745157"
Kolshet Gaon (TMT),"19.2440598664494,72.9962978124467"
Kolshet Talav (TMT),"19.2390791379376,72.9907929834918"
Kolshet Taricha Pada (TMT),"19.242647266883,72.9938426617583"
Kopar (TMT),"19.252746,73.02131653"
Koparkhirane Station (TMT),"19.102728759788,73.0122465444181"
Kopri Bridge Tunnel (TMT),"19.18063994,72.96675047"
Koras Company (TMT),"19.20916166,72.96146001"
Kousa Gaon (TMT),"19.1669858,73.02679628"
Kousa Jama Masjid (TMT),"19.16478134,73.02848071"
Krishna Steel (TMT),"19.09245664,73.02690892"
L&T Company Mahape (TMT),"19.1111655874499,73.0300251226934"
Ladhi Company (TMT),"19.15922955,73.04623504"
Lakshmi Nagar (Chirag Nagar) (TMT),"19.21019443,72.96946943"
Lalit Clinic (TMT),"19.18574873,73.02142978"
Laxmi Industry (TMT),"19.40735244,72.86943912"
Laxmi Nagar (TMT),"19.20634152,72.97044769"
Laxmi Park (Thane) (TMT),"19.21201807,72.95534223"
Laxminarayan Residency (TMT),"19.21928316,72.95972399"
Lipi Computers (TMT),"19.1125140884636,73.0256987274927"
Little Angel School (TMT),"19.27308211,72.96798081"
Lockim Company / R Mall (TMT),"19.22990395,72.97662555"
Lodha Complex (TMT),"19.28224097,72.95424468"
Lodha Complex Gate (TMT),"19.2127508814894,72.984287911164"
Lodha Dham (TMT),"19.3378312,72.89397061"
Lodha Gaon (TMT),"19.25075271,73.05404318"
Lodha Luxuria Complex (TMT),"19.2141829538349,72.9887513447603"
Lodha Paradise Complex (TMT),"19.214457344626,72.9841759798812"
Lodha Upper Gate No.2 (TMT),"19.23351089,73.04167229"
Lodha Upper Society (TMT),"19.23250248,73.04667187"
LOK Puram (TMT),"19.22477545,72.96978861"
Lokmanya Nagar (TMT),"19.2094599,72.95232542"
Louiswadi (TMT),"19.19611276,72.96232409"
M.I.D.C. (TMT),"19.19108608,72.95531023"
M.S.E.B Digha (TMT),"19.1721363692105,72.9990726475869"
M.S.E.B.Office Bhiwandi (TMT),"19.28881422,73.06925563"
M.T.N.L. (TMT),"19.28327017,72.86617186"
Madvi Chowk (TMT),"19.26965221,73.03828688"
Mahagiri Koliwada (TMT),"19.1941986,72.98270433"
Mahapalika Bhavan / Kachrali Talav (TMT),"19.19705496,72.9675244"
Mahapalika Bhavan / Sarovar Darshan (TMT),"19.19725383,72.96916734"
Mahape Gaon (TMT),"19.11081667,73.02147314"
Mahape Junction (TMT),"19.1133949026194,73.0220156393204"
Mahape Naka (TMT),"19.1134342032977,73.0087945183942"
Maharana Pratap Chowk (Mulund Check Naka W) (TMT),"19.18415655,72.9543709"
Maharana Pratap Chowk (Mulund Check Naka-W) (TMT),"19.1829306084165,72.9535752571362"
Maharana Pratap Chowk (Mulund-W) R Mall (TMT),"19.18326162,72.95024228"
Maharashtra State Co-Operative Bank (TMT),"19.0685529515721,73.0006435020702"
Maharishi Arvind Chowk (TMT),"19.17543179,72.95289322"
Mahavishnu Mandir (TMT),"19.26515838,72.87580132"
Majiwada B.M.C Office (TMT),"19.2113374,72.98217567"
Majiwada Corner (Ashapura Mandir) (TMT),"19.21498501,72.97833789"
Majiwada Gaon (TMT),"19.21390417,72.98177357"
Majiwada Golden Daiej Junction (TMT),"19.21213234,72.9775834"
Majiwada Naka (TMT),"19.2145706,72.9775298"
Makhamali Talav (TMT),"19.19817811,72.9716683"
Malhar Cinema (TMT),"19.18740585,72.96698756"
Manisha Nagar (TMT),"19.19687411,72.9909246"
Mankoli (TMT),"19.24094304,73.04136724"
Manor Pada (TMT),"19.20252216,72.97631353"
Manorama Nagar (TMT),"19.2323135427735,72.9805939075092"
Manpada (TMT),"19.23509307,72.97602475"
Maratha Mandal (TMT),"19.16485036,72.9584823"
Marathon Chowk (Teen Hath Naka) (TMT),"19.18777752,72.96299732"
Marathon Chowk / Teen Hath Naka (TMT),"19.18917339,72.96325141"
Marathon Chowk Income Tax Office (TMT),"19.18799354,72.96465136"
Mhatrewadi / Patilwadi (TMT),"19.14971388,73.05473685"
Millenium Hospital (Kousa) (TMT),"19.16226044,73.02912176"
Minds Space (TMT),"19.1633138218257,72.9997907766607"
Mira Gaothan (TMT),"19.26653577,72.87687867"
Mira Road Railway Station (E) (TMT),"19.28161396,72.85927779"
Mira Road Station (E) (TMT),"19.28138844,72.85809803"
Muchhala College (TMT),"19.26280359,72.96826459"
Muktai Nagar Majiwada (TMT),"19.21102911,72.97714473"
Mukund Company Bridge (TMT),"19.1818475098826,72.9954631375869"
Mulla Baug (TMT),"19.23928366,72.97554892"
Mulund Check Naka (TMT),"19.18544656,72.95626116"
Mulund Court (TMT),"19.1746544774548,72.9581230254631"
Mulund Court / Mulund Railway Station (W) (TMT),"19.1742441795342,72.9586064765082"
Mulund Railway Station (W) (TMT),"19.17411177,72.95439377"
Mumbra Dattawadi (TMT),"19.19316261,73.02298754"
Mumbra Police Station (TMT),"19.18366793,73.02260398"
Mumbra Prabhat Office (TMT),"19.1869966,73.02153379"
Mumbra Railway Station (TMT),"19.19021334,73.02287556"
Municipal School (TMT),"19.1811288611577,72.9538382910787"
Municipal School Pawarnagar (TMT),"19.22854647,72.96702897"
Municipality Commissioner House / Rutu Tower (TMT),"19.24790436,72.97898859"
N.G Regency (Balkum) (TMT),"19.22791167,73.00082713"
Najarana Compound (TMT),"19.30631407,73.06185212"
Nalasopara Central Park (TMT),"19.42515901,72.81850365"
Nalasopara Station (E) (TMT),"19.42099765,72.81931668"
Namdev Wadi (TMT),"19.19824144,72.9663688"
Nancy Colony Borivali East (TMT),"19.23773806,72.8636698"
Narali Pada (TMT),"19.20687889,72.97446125"
Narpoli (TMT),"19.27638589,73.04456671"
Narpoli Police Station (TMT),"19.28104655,73.04831329"
Nashik Bypass Bharat Petroleum (TMT),"19.30734672,73.06494426"
Nashimat Colony (TMT),"19.17001559,73.02471489"
National School Diva (TMT),"19.17908882,73.04399024"
Navratna Hotel Vashi (TMT),"19.07309309,72.997599014418"
Neelkanth Terminus (Gawand Baug) (TMT),"19.22118707,72.95994165"
Nelco Mahape (TMT),"19.10746252,73.02262974"
New Shakti Mill (TMT),"19.20067037,72.97559858"
Nilaje Railway Station (TMT),"19.1557886025961,73.0796298027738"
Nilaje Railway Station Chowk (TMT),"19.1557252544519,73.0778663201834"
Nitin Company (Service Road) (TMT),"19.19930531,72.96313941"
Nitin Company / Bata Showroom (TMT),"19.19907988,72.96458512"
Nitin Company Junction (TMT),"19.19895896,72.96304429"
Novartis (TMT),"19.234966441284,72.9885533466271"
Omkareshwar Mandir (TMT),"19.23050842,72.86284967"
Oriental Bank (TMT),"19.40782046,72.82737673"
Oswal Park (Thane) (TMT),"19.21476111,72.97631979"
Ovala Gaon (TMT),"19.27423116,72.9603859"
Ovali Gaon Bhiwandi Road (TMT),"19.25343943,73.05896475"
Over Bridge (TMT),"19.1748570675657,72.9592785614353"
Padale Gaon (TMT),"19.15459894,73.06137934"
Panchamrut (TMT),"19.257095,72.97056592"
Panchavati Society (TMT),"19.22221079,72.96633891"
Panchganga Phata (TMT),"19.20085805,72.98604548"
Panchganga Society (TMT),"19.20478811,72.98510624"
Paras Shopping Center (TMT),"19.41656827,72.82312811"
Parkwood Society (TMT),"19.25940035,72.96591451"
Parmarth Niketan (TMT),"19.19448934,72.96684221"
Parsik Nagar (TMT),"19.20579884,73.00831807"
Passport Office Thane (TMT),"19.19213859,72.9550508"
Pathar Pada (TMT),"19.32133832,72.89581938"
Patli Pada (TMT),"19.24605317,72.97600863"
Patli Pada Naka (TMT),"19.24719215,72.97544418"
Pawan Industries (TMT),"19.09718635,73.02620447"
Pawane Village (TMT),"19.09107522,73.0177474676721"
Pawarnagar (Thane) (TMT),"19.22893004,72.96604255"
Payal Hotel (TMT),"19.19648773,72.96089416"
Phadke Tantra Niketan (TMT),"19.15459604,73.04671665"
Pimpalas Phata (TMT),"19.26052993,73.06920348"
Pioneer (TMT),"19.20186929,72.94385764"
Pipe Line (TMT),"19.21404784,73.01227225"
Pipe Line Kalher (TMT),"19.2512925,73.01799595"
Pleasant Park (TMT),"19.27858546,72.87869907"
Police Line (TMT),"19.2010841200454,72.9796465552254"
Poushmata Mandir (TMT),"19.28107433,72.95508234"
Prabhat Cinema (TMT),"19.1903157973448,72.9770448231352"
Pradeep Society (TMT),"19.19352991,72.96738535"
Pratap Cinema / Talkies (TMT),"19.20350194,72.97359473"
Premnagar (TMT),"19.20317898,73.00467611"
Pujani Estate (TMT),"19.2040559,72.96980291"
Punjab Foundry / Sahyadri Nagar (TMT),"19.27594856,72.8816821"
Punjab Puja Hotel (TMT),"19.1395456738081,73.036098185582"
Purna Gaon (TMT),"19.25823571,73.02636444"
Pydhonie (TMT),"19.40669489,72.87116464"
R Mall / M.P Chowk (Mulund W) (TMT),"19.18357009,72.95268775"
R.G.Regency (Balkum) (TMT),"19.22741877,72.99679637"
R.T.O Office (Thane) (TMT),"19.1990167,72.98123419"
Rabale Naka (TMT),"19.1426752681909,73.0021972953779"
Rabale Police Station (TMT),"19.1458134623043,73.0007644441803"
Rabale Station (TMT),"19.1369045138645,73.003216985795"
Rabodi (TMT),"19.20314964,72.98036712"
Rabodi Police Station (TMT),"19.2059621483083,72.982011442209"
Rahanal (TMT),"19.26196836,73.03018936"
Raheja Gardens Society (TMT),"19.1889449101721,72.9593682319513"
Railway Bridge Pimplas (TMT),"19.25853192,73.06651972"
Ram Mandir Yeoor Road (TMT),"19.23516904,72.94521958"
Ramchandra Nagar (TMT),"19.20005003,72.96263651"
Rameshwar Society (TMT),"19.20424785,73.00953917"
Ramnagar (TMT),"19.19680437,72.94317013"
Ramnath Solar (TMT),"19.10313999,73.02442825"
Rananagar (TMT),"19.20337781,73.02010685"
Range Office (TMT),"19.40574095,72.85037129"
Ravi Fisheries (TMT),"19.19522456,72.94539661"
Reliable Plaza (TMT),"19.1683025864976,72.9991890565082"
Reliance Silicon Khairane M.I.D.C (TMT),"19.0953901033659,73.016493915582"
Reti Bunder Circle Atmaram Patil Chowk (TMT),"19.21012042,73.01679988"
Reti Bunder Circle Kalwa (TMT),"19.21040737,73.01542492"
Retibunder 2 (TMT),"19.20732974,73.01783233"
Retibunder Number 1 (TMT),"19.20045855,73.02252486"
Road Number 16 (TMT),"19.19339915,72.95383913"
Runwal Garden City (TMT),"19.22290888,72.98788279"
Runwal Nagar (TMT),"19.20804656,72.97485531"
Runwal Plaza (TMT),"19.20782557,72.9582873"
S.P.Office (TMT),"19.40379298,72.83083141"
S.T Bus Stand Thane (TMT),"19.1872660326997,72.9770723756105"
S.T Workshop Thane Khopat (TMT),"19.20072645,72.97322034"
Sachin Society (TMT),"19.21467754,72.97969938"
Sahayog Society (TMT),"19.2364378,72.97262907"
Sahyadri Society (TMT),"19.19806919,72.99386143"
Sai Baba Mandir Palava (TMT),"19.1628307662067,73.0754086341803"
Sai Mandir (TMT),"19.40578143,72.85733164"
Sai Puja Hotel (TMT),"19.32806168,72.89386869"
Saibaba Mandir Bhiwandi Road (TMT),"19.27407335,73.07970822"
Sainath Nagar (TMT),"19.2090801,73.01297419"
Sainik School (TMT),"19.27107052,72.96672016"
Saint Lawrence High School (Vashi) (TMT),"19.0742900453925,73.0008365220901"
Saint Xaviers High School (TMT),"19.24081636,72.97715128"
Saket Complex (TMT),"19.2061722,72.99208045"
Saket Phata (TMT),"19.20847461,72.99337596"
Sambhaji Nagar (TMT),"19.20025267,72.96462536"
Sandoz Baug (TMT),"19.233338059984,72.9876601658197"
Sane Guruji Nagar (TMT),"19.16601194,72.95977913"
Sankalp Chowk Raghunath Nagar (TMT),"19.1900525595234,72.9595043846557"
Sanpada Highway (TMT),"19.0679391077687,73.0098364434324"
Sanpada Station (TMT),"19.0670013953898,73.009271537791"
Santoshi Mata Mandir Mulund (W) (TMT),"19.18311538,72.94844519"
Saraswati High School Rabodi (TMT),"19.20231064,72.98545483"
Sasunavghar (TMT),"19.31503995,72.89996592"
Sativali Gaondevi Mandir (TMT),"19.40477591,72.87743762"
Sativali Naka (TMT),"19.40614573,72.87258267"
Sativali Phata (TMT),"19.40263429,72.88344562"
Savarkar Nagar (Thane) (TMT),"19.20435107,72.9534741"
Savita Chemicals (TMT),"19.0858107851354,73.0171273292868"
School No 7 (TMT),"19.20174966,72.97775209"
Shahu Market (TMT),"19.18865824,72.96752477"
Shalimar (TMT),"19.0859237,73.0278813"
Shankar Mandir Mumbra (TMT),"19.17763132,73.02288562"
Shantinagar Sector 4 (TMT),"19.28167385,72.8604564"
Shastrinagar Naka (TMT),"19.21349092,72.95906515"
Shastrinagar Police Station (TMT),"19.29167466,73.06692002"
Sheetal Garden (TMT),"19.28349311,72.86450303"
Sheetal Sarovar (TMT),"19.28204627,72.86799997"
Shil Gaon (TMT),"19.15227185,73.04607959"
Shil Nursery (TMT),"19.1426800299795,73.0375937884031"
Shil Phata Mahape Road (TMT),"19.1469926601071,73.0401161254631"
Shil Phata Mumbra Road (TMT),"19.14793767,73.04034277"
Shimla Park (TMT),"19.16353004,73.02868724"
Shishu Gyan Mandir (TMT),"19.19982459,72.97733367"
Shivai Nagar (TMT),"19.21572104,72.95628905"
Shivsena Office (Mumbra) (TMT),"19.17988346,73.02263618"
Shree Krishna Nagar (TMT),"19.233541,72.86360316"
Shree Ram Nagar (TMT),"19.22931756,73.04247446"
Shri M.A.Bal Niketan (TMT),"19.17660628,72.96854352"
Shriram Hospital (TMT),"19.27580514,72.95888007"
Shrirang Society (Thane) (TMT),"19.206035,72.980193274418"
Shruti Park (TMT),"19.22548205,72.98065961"
Siddachal Society (TMT),"19.22585712,72.96515556"
Siddharth Nagar (TMT),"19.18241676,72.97055305"
Siddheshwar Garden (TMT),"19.2283970703096,72.9822716098811"
Siddheshwar Talav (TMT),"19.20265394,72.96713027"
Siddheswar Talav (TMT),"19.20283506,72.9667832"
Siddhivinayak Tower (TMT),"19.20971343,72.97457895"
Siemens Company (TMT),"19.1509016485099,73.0005932418861"
Silver Park (TMT),"19.28204834,72.8739617"
Sonapur (Mulund-W) (TMT),"19.1782162366003,72.9537930732541"
Standard Alkali Company (TMT),"19.1193430709553,73.0064170334066"
Stanford Society (Thane) (TMT),"19.25648057,72.97946143"
Subhash Nagar (Thane) (TMT),"19.216453,72.97391653"
Sudama Regency (TMT),"19.17001246,73.04600752"
Sunravi Printers (TMT),"19.0802534,73.02674696"
Surai Phata (TMT),"19.21979248,73.04246286"
Swami Vivekanand Chowk (TMT),"19.18174077,72.96776891"
Swaminarayan Mandir (TMT),"19.42241421,72.81902969"
Swanand Ashram (TMT),"19.23361426,72.94618129"
Swastik Park (TMT),"19.24344653,72.98273837"
Swastik Regalia (TMT),"19.26062085,72.97686091"
Swatantra Veer Savarkar Nagar (TMT),"19.20595775,72.95418966"
Tahsil Karyalaya Bhiwandi (TMT),"19.29813986,73.06442413"
Talav (TMT),"19.14962873,73.04280707"
Talav Pali (TMT),"19.1942218969048,72.9779497994573"
Talavali Naka / Nocil Company (TMT),"19.130658666159,73.0033576577058"
Tata Housing Bhiwandi Bypass (TMT),"19.26635907,73.07856497"
Tattvadnyan Vidyapeeth (TMT),"19.22354712,72.97736318"
Telephone Exchange (Wagale) (TMT),"19.19448996,72.95163274"
Tembhi Naka (TMT),"19.1959545303079,72.9782598723279"
Temghar Pada (TMT),"19.28128706,73.07429855"
Thane (Chendani Koliwada C.I.D.C.O) (TMT),"19.18792584,72.97979166"
Thane Civil Hospital (TMT),"19.19902992,72.97893977"
Thane Municipality Commissioner House (TMT),"19.24827913,72.97792509"
Thane R.T.O Office (TMT),"19.19217207,72.96290645"
Thane Station (W) (TMT),"19.1868034311474,72.9756461356414"
The Icon (TMT),"19.22332125,72.98508231"
Tieten Medicity Thane (TMT),"19.27211113,72.963067"
Tikujiniwadi (TMT),"19.23690631,72.96701789"
Tilak Nagar Junction (TMT),"19.19586522,72.95485091"
Tirupati Udyog Nagar (TMT),"19.4064999,72.86406934"
Toll Plaza Kharegaon (TMT),"19.21256318,73.0075145"
Transport Corporation (TMT),"19.26936929,72.87925604"
Tukaram Niwas (TMT),"19.20990765,73.03705557"
Tulshidham (TMT),"19.22241429,72.97338331"
Turbhe Naka (TMT),"19.07047995,73.01995628"
Turbhe Naka (Flyover End) (TMT),"19.0695893797603,73.0191335458197"
Turbhe Stores (TMT),"19.078214315116,73.0179837933729"
Turbhe Village (TMT),"19.06754409,73.0136515189549"
Upavan Mayor Niwas (TMT),"19.22054336,72.95359075"
Upvan (TMT),"19.22479823,72.95882911"
Upvan Voltas (TMT),"19.22329385,72.95747458"
Uthalsar Naka (TMT),"19.20291737,72.97800421"
Vaitiwadi (TMT),"19.20174247,72.95901983"
Valley Tower / Khewra Circle (TMT),"19.23279357,72.96972156"
Vandana Cinema (TMT),"19.19451783,72.97049028"
Vardan LOK Ashram (TMT),"19.27959939,72.92398317"
Vardhman Garden (TMT),"19.21913264,72.98473656"
Varsova Jain Mandir (TMT),"19.28528283,72.89926583"
Vartak Nagar (TMT),"19.21411513,72.96141342"
Vartak Nagar Naka (TMT),"19.21003233,72.96177686"
Vasant Nagari Circle (TMT),"19.40243191,72.83425928"
Vasant Vihar (Thane) (TMT),"19.22151085,72.96984091"
Vasant Vihar Telephone Exchange (TMT),"19.21984654,72.96428322"
Vashi Bus Station (TMT),"19.07442711,72.99918524"
Vashi Highway (TMT),"19.0688412552483,72.997853901996"
Vashi Railway Station (TMT),"19.0643602120687,72.9977371732239"
Vashi Sector 17 / Apna Bazar (TMT),"19.0700230500567,72.9973032189549"
Vastu Anand (TMT),"19.20679791,73.00987248"
Veena Nagar (TMT),"19.18191698,72.94709468"
Vehele Grampanchayat (TMT),"19.23449753,73.04151268"
Versova Police Station (TMT),"19.2865956,72.90511368"
Vihang Garden (TMT),"19.2092275,72.96256945"
Vihang Hills (TMT),"19.27757489,72.95735121"
Vijay Garden (TMT),"19.26053992,72.96919048"
Vijay Nagari (TMT),"19.25616443,72.9738307"
Vimalnagar (TMT),"19.20506405,73.00719202"
Viraj Tower (TMT),"19.20720056,73.00626933"
Vitava Naka (TMT),"19.18735187,72.99045677"
Vitava Village (TMT),"19.18842253,72.98909675"
Voltas Company (TMT),"19.21716218,72.97182441"
Vrundavan Society (TMT),"19.2085594630508,72.9826229829222"
Wagale Circle (TMT),"19.19474778,72.94992686"
Waghbil Gaon (TMT),"19.26629454,72.98328417"
Waghbil Naka (TMT),"19.25314166,72.97215298"
Waghjai Devi Mandir Kopri (TMT),"19.17882695,72.9670329"
Wagle Depot (TMT),"19.20179046,72.94607442"
Waliv Phata (TMT),"19.40719813,72.86649942"
Wellman Company (TMT),"19.2295797746462,72.984197435582"
Western Hotel (Laxmi Baug) (TMT),"19.27595704,72.88865716"
